,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
WNT7AB_FZD8_LRP5_1,WNT7AB_FZD8_LRP5_1,WNT,wnt7ab,FZD8_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ab - (fzd8a+lrp5)"
WNT7AA_FZD9_LRP5_1,WNT7AA_FZD9_LRP5_1,WNT,wnt7aa,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7aa - (fzd9b+lrp5)"
WNT7AB_FZD9_LRP5_1,WNT7AB_FZD9_LRP5_1,WNT,wnt7ab,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ab - (fzd9b+lrp5)"
WNT7AA_FZD7_LRP5_2,WNT7AA_FZD7_LRP5_2,WNT,wnt7aa,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7aa - (fzd7a+lrp5)"
WNT7AB_FZD7_LRP5_2,WNT7AB_FZD7_LRP5_2,WNT,wnt7ab,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ab - (fzd7a+lrp5)"
WNT7AA_FZD8_LRP5_2,WNT7AA_FZD8_LRP5_2,WNT,wnt7aa,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7aa - (fzd8b+lrp5)"
WNT7AB_FZD8_LRP5_2,WNT7AB_FZD8_LRP5_2,WNT,wnt7ab,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ab - (fzd8b+lrp5)"
WNT7AA_FZD9_LRP5_2,WNT7AA_FZD9_LRP5_2,WNT,wnt7aa,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7aa - (fzd9a+lrp5)"
WNT7AB_FZD9_LRP5_2,WNT7AB_FZD9_LRP5_2,WNT,wnt7ab,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ab - (fzd9a+lrp5)"
WNT7BB_FZD1_LRP5,WNT7BB_FZD1_LRP5,WNT,wnt7bb,FZD1_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd1+lrp5)"
WNT7BA_FZD1_LRP5,WNT7BA_FZD1_LRP5,WNT,wnt7ba,FZD1_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd1+lrp5)"
WNT7BB_FZD10_LRP5,WNT7BB_FZD10_LRP5,WNT,wnt7bb,FZD10_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd10+lrp5)"
WNT7BA_FZD10_LRP5,WNT7BA_FZD10_LRP5,WNT,wnt7ba,FZD10_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd10+lrp5)"
WNT7BB_FZD2_LRP5,WNT7BB_FZD2_LRP5,WNT,wnt7bb,FZD2_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd2+lrp5)"
WNT7BA_FZD2_LRP5,WNT7BA_FZD2_LRP5,WNT,wnt7ba,FZD2_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd2+lrp5)"
WNT7BA_FZD3_LRP5_1,WNT7BA_FZD3_LRP5_1,WNT,wnt7ba,FZD3_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd3b+lrp5)"
WNT7BB_FZD3_LRP5_1,WNT7BB_FZD3_LRP5_1,WNT,wnt7bb,FZD3_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd3b+lrp5)"
WNT7BA_FZD3_LRP5_2,WNT7BA_FZD3_LRP5_2,WNT,wnt7ba,FZD3_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd3a+lrp5)"
WNT7BB_FZD3_LRP5_2,WNT7BB_FZD3_LRP5_2,WNT,wnt7bb,FZD3_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd3a+lrp5)"
WNT7BB_FZD4_LRP5,WNT7BB_FZD4_LRP5,WNT,wnt7bb,FZD4_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd4+lrp5)"
WNT7BA_FZD4_LRP5,WNT7BA_FZD4_LRP5,WNT,wnt7ba,FZD4_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd4+lrp5)"
WNT7BB_FZD5_LRP5,WNT7BB_FZD5_LRP5,WNT,wnt7bb,FZD5_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd5+lrp5)"
WNT7BA_FZD5_LRP5,WNT7BA_FZD5_LRP5,WNT,wnt7ba,FZD5_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd5+lrp5)"
WNT7BB_FZD6_LRP5,WNT7BB_FZD6_LRP5,WNT,wnt7bb,FZD6_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd6+lrp5)"
WNT7BA_FZD6_LRP5,WNT7BA_FZD6_LRP5,WNT,wnt7ba,FZD6_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd6+lrp5)"
WNT7BA_FZD7_LRP5_1,WNT7BA_FZD7_LRP5_1,WNT,wnt7ba,FZD7_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd7b+lrp5)"
WNT7BB_FZD7_LRP5_1,WNT7BB_FZD7_LRP5_1,WNT,wnt7bb,FZD7_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd7b+lrp5)"
WNT7BA_FZD8_LRP5_1,WNT7BA_FZD8_LRP5_1,WNT,wnt7ba,FZD8_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd8a+lrp5)"
WNT7BB_FZD8_LRP5_1,WNT7BB_FZD8_LRP5_1,WNT,wnt7bb,FZD8_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd8a+lrp5)"
WNT7BA_FZD9_LRP5_1,WNT7BA_FZD9_LRP5_1,WNT,wnt7ba,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd9b+lrp5)"
WNT7BB_FZD9_LRP5_1,WNT7BB_FZD9_LRP5_1,WNT,wnt7bb,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd9b+lrp5)"
WNT7BA_FZD7_LRP5_2,WNT7BA_FZD7_LRP5_2,WNT,wnt7ba,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd7a+lrp5)"
WNT7BB_FZD7_LRP5_2,WNT7BB_FZD7_LRP5_2,WNT,wnt7bb,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd7a+lrp5)"
WNT7BA_FZD8_LRP5_2,WNT7BA_FZD8_LRP5_2,WNT,wnt7ba,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd8b+lrp5)"
WNT7BB_FZD8_LRP5_2,WNT7BB_FZD8_LRP5_2,WNT,wnt7bb,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd8b+lrp5)"
WNT7BA_FZD9_LRP5_2,WNT7BA_FZD9_LRP5_2,WNT,wnt7ba,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7ba - (fzd9a+lrp5)"
WNT7BB_FZD9_LRP5_2,WNT7BB_FZD9_LRP5_2,WNT,wnt7bb,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt7bb - (fzd9a+lrp5)"
WNT8A_FZD1_LRP5,WNT8A_FZD1_LRP5,WNT,wnt8a,FZD1_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd1+lrp5)"
WNT8A_FZD10_LRP5,WNT8A_FZD10_LRP5,WNT,wnt8a,FZD10_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd10+lrp5)"
WNT8A_FZD2_LRP5,WNT8A_FZD2_LRP5,WNT,wnt8a,FZD2_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd2+lrp5)"
WNT8A_FZD3_LRP5_1,WNT8A_FZD3_LRP5_1,WNT,wnt8a,FZD3_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd3b+lrp5)"
WNT8A_FZD3_LRP5_2,WNT8A_FZD3_LRP5_2,WNT,wnt8a,FZD3_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd3a+lrp5)"
WNT8A_FZD4_LRP5,WNT8A_FZD4_LRP5,WNT,wnt8a,FZD4_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd4+lrp5)"
WNT8A_FZD5_LRP5,WNT8A_FZD5_LRP5,WNT,wnt8a,FZD5_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd5+lrp5)"
WNT8A_FZD6_LRP5,WNT8A_FZD6_LRP5,WNT,wnt8a,FZD6_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd6+lrp5)"
WNT8A_FZD7_LRP5_1,WNT8A_FZD7_LRP5_1,WNT,wnt8a,FZD7_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd7b+lrp5)"
WNT8A_FZD7_LRP5_2,WNT8A_FZD7_LRP5_2,WNT,wnt8a,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd7a+lrp5)"
WNT8A_FZD8_LRP5_1,WNT8A_FZD8_LRP5_1,WNT,wnt8a,FZD8_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd8b+lrp5)"
WNT8A_FZD8_LRP5_2,WNT8A_FZD8_LRP5_2,WNT,wnt8a,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd8a+lrp5)"
WNT8A_FZD9_LRP5_1,WNT8A_FZD9_LRP5_1,WNT,wnt8a,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd9b+lrp5)"
WNT8A_FZD9_LRP5_2,WNT8A_FZD9_LRP5_2,WNT,wnt8a,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8a - (fzd9a+lrp5)"
WNT8B_FZD1_LRP5,WNT8B_FZD1_LRP5,WNT,wnt8b,FZD1_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd1+lrp5)"
WNT8B_FZD10_LRP5,WNT8B_FZD10_LRP5,WNT,wnt8b,FZD10_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd10+lrp5)"
WNT8B_FZD2_LRP5,WNT8B_FZD2_LRP5,WNT,wnt8b,FZD2_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd2+lrp5)"
WNT8B_FZD3_LRP5_1,WNT8B_FZD3_LRP5_1,WNT,wnt8b,FZD3_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd3b+lrp5)"
WNT8B_FZD3_LRP5_2,WNT8B_FZD3_LRP5_2,WNT,wnt8b,FZD3_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd3a+lrp5)"
WNT8B_FZD4_LRP5,WNT8B_FZD4_LRP5,WNT,wnt8b,FZD4_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd4+lrp5)"
WNT8B_FZD5_LRP5,WNT8B_FZD5_LRP5,WNT,wnt8b,FZD5_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd5+lrp5)"
WNT8B_FZD6_LRP5,WNT8B_FZD6_LRP5,WNT,wnt8b,FZD6_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd6+lrp5)"
WNT8B_FZD7_LRP5_1,WNT8B_FZD7_LRP5_1,WNT,wnt8b,FZD7_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd7b+lrp5)"
WNT8B_FZD7_LRP5_2,WNT8B_FZD7_LRP5_2,WNT,wnt8b,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd7a+lrp5)"
WNT8B_FZD8_LRP5_1,WNT8B_FZD8_LRP5_1,WNT,wnt8b,FZD8_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd8b+lrp5)"
WNT8B_FZD8_LRP5_2,WNT8B_FZD8_LRP5_2,WNT,wnt8b,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd8a+lrp5)"
WNT8B_FZD9_LRP5_1,WNT8B_FZD9_LRP5_1,WNT,wnt8b,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd9b+lrp5)"
WNT8B_FZD9_LRP5_2,WNT8B_FZD9_LRP5_2,WNT,wnt8b,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt8b - (fzd9a+lrp5)"
WNT9A_FZD1_LRP5,WNT9A_FZD1_LRP5,WNT,wnt9a,FZD1_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd1+lrp5)"
WNT9A_FZD10_LRP5,WNT9A_FZD10_LRP5,WNT,wnt9a,FZD10_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd10+lrp5)"
WNT9A_FZD2_LRP5,WNT9A_FZD2_LRP5,WNT,wnt9a,FZD2_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd2+lrp5)"
WNT9A_FZD3_LRP5_1,WNT9A_FZD3_LRP5_1,WNT,wnt9a,FZD3_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd3b+lrp5)"
WNT9A_FZD3_LRP5_2,WNT9A_FZD3_LRP5_2,WNT,wnt9a,FZD3_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd3a+lrp5)"
WNT9A_FZD4_LRP5,WNT9A_FZD4_LRP5,WNT,wnt9a,FZD4_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd4+lrp5)"
WNT9A_FZD5_LRP5,WNT9A_FZD5_LRP5,WNT,wnt9a,FZD5_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd5+lrp5)"
WNT9A_FZD6_LRP5,WNT9A_FZD6_LRP5,WNT,wnt9a,FZD6_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd6+lrp5)"
WNT9A_FZD7_LRP5_1,WNT9A_FZD7_LRP5_1,WNT,wnt9a,FZD7_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd7b+lrp5)"
WNT9A_FZD7_LRP5_2,WNT9A_FZD7_LRP5_2,WNT,wnt9a,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd7a+lrp5)"
WNT9A_FZD8_LRP5_1,WNT9A_FZD8_LRP5_1,WNT,wnt9a,FZD8_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd8b+lrp5)"
WNT9A_FZD8_LRP5_2,WNT9A_FZD8_LRP5_2,WNT,wnt9a,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd8a+lrp5)"
WNT9A_FZD9_LRP5_1,WNT9A_FZD9_LRP5_1,WNT,wnt9a,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd9b+lrp5)"
WNT9A_FZD9_LRP5_2,WNT9A_FZD9_LRP5_2,WNT,wnt9a,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9a - (fzd9a+lrp5)"
WNT9B_FZD1_LRP5,WNT9B_FZD1_LRP5,WNT,wnt9b,FZD1_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd1+lrp5)"
WNT9B_FZD10_LRP5,WNT9B_FZD10_LRP5,WNT,wnt9b,FZD10_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd10+lrp5)"
WNT9B_FZD2_LRP5,WNT9B_FZD2_LRP5,WNT,wnt9b,FZD2_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd2+lrp5)"
WNT9B_FZD3_LRP5_1,WNT9B_FZD3_LRP5_1,WNT,wnt9b,FZD3_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd3b+lrp5)"
WNT9B_FZD3_LRP5_2,WNT9B_FZD3_LRP5_2,WNT,wnt9b,FZD3_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd3a+lrp5)"
WNT9B_FZD4_LRP5,WNT9B_FZD4_LRP5,WNT,wnt9b,FZD4_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd4+lrp5)"
WNT9B_FZD5_LRP5,WNT9B_FZD5_LRP5,WNT,wnt9b,FZD5_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd5+lrp5)"
WNT9B_FZD6_LRP5,WNT9B_FZD6_LRP5,WNT,wnt9b,FZD6_LRP5,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd6+lrp5)"
WNT9B_FZD7_LRP5_1,WNT9B_FZD7_LRP5_1,WNT,wnt9b,FZD7_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd7b+lrp5)"
WNT9B_FZD7_LRP5_2,WNT9B_FZD7_LRP5_2,WNT,wnt9b,FZD7_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd7a+lrp5)"
WNT9B_FZD8_LRP5_1,WNT9B_FZD8_LRP5_1,WNT,wnt9b,FZD8_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd8b+lrp5)"
WNT9B_FZD8_LRP5_2,WNT9B_FZD8_LRP5_2,WNT,wnt9b,FZD8_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd8a+lrp5)"
WNT9B_FZD9_LRP5_1,WNT9B_FZD9_LRP5_1,WNT,wnt9b,FZD9_LRP5_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd9b+lrp5)"
WNT9B_FZD9_LRP5_2,WNT9B_FZD9_LRP5_2,WNT,wnt9b,FZD9_LRP5_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt9b - (fzd9a+lrp5)"
WNT1_FZD1_LRP6,WNT1_FZD1_LRP6,WNT,wnt1,FZD1_LRP6,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt1 - (fzd1+lrp6)"
WNT1_FZD10_LRP6,WNT1_FZD10_LRP6,WNT,wnt1,FZD10_LRP6,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt1 - (fzd10+lrp6)"
WNT1_FZD2_LRP6,WNT1_FZD2_LRP6,WNT,wnt1,FZD2_LRP6,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt1 - (fzd2+lrp6)"
WNT1_FZD3_LRP6_1,WNT1_FZD3_LRP6_1,WNT,wnt1,FZD3_LRP6_1,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt1 - (fzd3b+lrp6)"
WNT1_FZD3_LRP6_2,WNT1_FZD3_LRP6_2,WNT,wnt1,FZD3_LRP6_2,"WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","wnt1 - (fzd3a+lrp6)"
